Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Cpu_brand,CPU_vel,GPU,first_size,first_type,second_size,second_type,Touchscreen,Ips,X_res,Y_res,ppi,os,Company_name_encoded,TypeName_name_encoded,Cpu_brand_name_encoded,GPU_name_encoded,first_type_name_encoded,second_type_name_encoded,os_name_encoded
Asus,Gaming,15.6,Full HD 1920x1080,AMD FX 9830P 3GHz,8,1000 HDD,AMD Radeon RX 560,Windows 10,2.45,14500,AMD FX 9830P,3.0,AMD,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,2,1,21,0,1,2,2
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1000 HDD,Nvidia GeForce MX150,Windows 10,2.2,14300,Intel Core i7,1.8,Nvidia,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,0,3,26,3,1,2,2
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512 SSD,Intel UHD Graphics 620,Windows 10,1.49,24800,Intel Core i7,1.8,Intel,512,SSD,0,None,0,0,1920,1080,165.6321180513006,Windows,7,3,26,2,3,2,2
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256 SSD,Nvidia GeForce GTX 1060,Windows 10,2.65,24800,Intel Core i5,2.5,Nvidia,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,1,25,3,3,2,2
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.25,21700,Intel Core i7,2.7,Intel,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,2,4,26,2,3,2,2
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.5,17500,Intel Core i5,1.6,Intel,256,SSD,0,None,1,1,1920,1080,165.6321180513006,Windows,0,0,25,2,3,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000 HDD,AMD Radeon R5 M430,Linux,2.2,12400,Intel Core i7,2.7,AMD,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,4,3,26,0,1,2,1
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256 SSD,AMD Radeon R5 M430,Linux,2.2,10000,Intel Core i3,2.0,AMD,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,4,3,24,0,3,2,1
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,6,256 SSD,Nvidia GeForce 920M,Windows 10,2.0,11900,Intel Core i3,2.4,Nvidia,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,2,3,24,3,3,2,2
HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.62,25900,Intel Core i7,2.8,Nvidia,128,SSD,1000,HDD,0,1,1920,1080,141.21199808219862,Windows,7,1,26,3,3,0,2
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,AMD Radeon 530,Windows 10,1.91,14900,Intel Core i7,2.7,AMD,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,26,0,3,2,2
HP,Notebook,15.6,Full HD 1920x1080,AMD E-Series E2-9000e 1.5GHz,4,0 HDD,AMD Radeon R2,Windows 10,2.1,7200,AMD E-Series E2-9000e,1.5,AMD,0,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,19,0,1,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1000 HDD,AMD Radeon 520,Linux,2.2,13400,Intel Core i5,1.6,AMD,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,4,3,25,0,1,2,1
HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Nvidia GeForce MX150,Windows 10,1.38,23200,Intel Core i7,2.7,Nvidia,256,SSD,0,None,0,1,1920,1080,165.6321180513006,Windows,7,4,26,3,3,2,2
Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10 S,1.252,27800,Intel Core i5,2.5,Intel,256,SSD,0,None,1,0,2256,1504,200.84255993695703,Windows,13,4,25,2,3,2,2
HP,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256 SSD,Nvidia GeForce 940MX,Windows 10,1.58,13600,Intel Core i5,2.5,Nvidia,256,SSD,0,None,0,1,1920,1080,157.3505121487356,Windows,7,3,25,3,3,2,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Intel HD Graphics 520,Windows 10,1.85,8600,Intel Core i3,2.0,Intel,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,10,3,24,2,1,2,2
Asus,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.3,24700,Intel Core i7,2.7,Nvidia,256,SSD,0,None,0,1,1920,1080,157.3505121487356,Windows,2,4,26,3,3,2,2
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,26900,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,11,1,26,3,3,0,2
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.58,30700,Intel Core i7,2.7,Intel,256,SSD,0,None,0,1,1920,1080,157.3505121487356,Windows,10,3,26,2,3,2,2
Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce MX150,Windows 10,1.5,26200,Intel Core i7,1.8,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,2,4,26,3,3,0,2
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8,256 SSD,Intel Iris Plus Graphics 640,Windows 10,1.23,28600,Intel Core i7,2.4,Intel,256,SSD,0,None,1,0,3200,1800,276.053530085501,Windows,4,4,26,2,3,2,2
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.37,29000,Intel Core i5,2.5,Intel,256,SSD,0,None,1,1,1920,1080,165.6321180513006,Windows,10,0,25,2,3,2,2
HP,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4,0 HDD,Intel UHD Graphics 620,Windows 10,1.63,15000,Intel Core i5,1.6,Intel,0,HDD,0,None,0,1,1366,768,111.93520355955211,Windows,7,3,25,2,1,2,2
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.21,33800,Intel Core i5,1.6,Intel,256,SSD,0,None,0,1,1920,1080,165.6321180513006,Windows,4,4,25,2,3,2,2
HP,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.26,29000,Intel Core i5,1.6,Intel,256,SSD,0,None,1,1,1920,1080,165.6321180513006,Windows,7,0,25,2,3,2,2
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512 SSD,Intel UHD Graphics 620,Windows 10,1.63,22500,Intel Core i7,1.8,Intel,512,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,7,3,26,2,3,2,2
Dell,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD +  1000 HDD,Nvidia GeForce 940MX,Windows 10,2.16,23400,Intel Core i7,1.8,Nvidia,256,SSD,1000,HDD,0,1,1920,1080,141.21199808219862,Windows,4,3,26,3,3,0,2
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Nvidia GeForce 920MX,Windows 10,2.0,11700,Intel Core i3,2.0,Nvidia,1000,HDD,0,None,0,0,1920,1080,127.33567457123111,Windows,2,3,24,3,1,2,2
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.7,23200,Intel Core i7,1.8,Nvidia,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,2,3,26,3,3,2,2
Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,6,1000 HDD,Intel HD Graphics 620,Windows 10,2.1,9900,Intel Core i3,2.4,Intel,1000,HDD,0,None,1,1,1920,1080,141.21199808219862,Windows,0,3,24,2,1,2,2
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  2000 HDD,Nvidia GeForce GTX 1070,Windows 10,1.8,46500,Intel Core i7,2.8,Nvidia,256,SSD,2000,HDD,0,0,1920,1080,141.21199808219862,Windows,11,1,26,3,3,0,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Nvidia GeForce 940MX,No OS,2.2,13000,Intel Core i5,2.5,Nvidia,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,10,3,25,3,3,2,1
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512 SSD,Nvidia GeForce 930MX ,Windows 10,2.5,26400,Intel Core i7,1.8,Nvidia,512,SSD,0,None,0,0,1920,1080,127.33567457123111,Windows,7,3,26,3,3,2,2
Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,256 SSD,AMD Radeon R5,Windows 10,2.1,9300,AMD A9-Series 9420,3.0,AMD,256,SSD,0,None,0,0,1366,768,100.45466986113651,Windows,0,3,11,0,3,2,2
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,0 HDD,Intel HD Graphics 400,No OS,1.86,5300,Other Intel Processor,1.6,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,7,3,27,2,1,2,1
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1000 HDD,Intel UHD Graphics 620,Windows 10,1.63,16800,Intel Core i5,1.6,Intel,1000,HDD,0,None,0,0,1920,1080,157.3505121487356,Windows,7,3,25,2,1,2,2
Asus,Notebook,14.0,1366x768,AMD E-Series 6110 1.5GHz,4,64 SSD,AMD Radeon R2,Windows 10 S,1.65,5700,AMD E-Series 6110,1.5,AMD,64,SSD,0,None,0,0,1366,768,111.93520355955211,Windows,2,3,13,0,3,2,2
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256 SSD +  2000 HDD,AMD Radeon 530,Windows 10,2.8,29000,Intel Core i7,1.8,AMD,256,SSD,2000,HDD,0,0,1920,1080,127.33567457123111,Windows,4,3,26,0,3,0,2
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,2.5,19200,Intel Core i5,1.6,Intel,256,SSD,0,None,0,0,1920,1080,127.33567457123111,Windows,7,3,25,2,3,2,2
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1000 HDD,AMD Radeon R7 M445,Windows 10,2.36,13200,Intel Core i5,2.5,AMD,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,4,3,25,0,1,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,AMD Radeon R5 M430,Windows 10,2.2,9300,Intel Core i3,2.0,AMD,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,3,24,0,1,2,2
Acer,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.6,18300,Intel Core i7,1.8,Intel,256,SSD,0,None,0,1,1920,1080,157.3505121487356,Windows,0,4,26,2,3,2,2
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,256 SSD,Nvidia GeForce MX130,Windows 10,2.2,11800,Intel Core i3,2.7,Nvidia,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,0,3,24,3,3,2,2
HP,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,1000 HDD,Intel HD Graphics 620,Windows 10,2.05,12400,Intel Core i7,2.7,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,7,3,26,2,1,2,2
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.63,20500,Intel Core i7,1.8,Intel,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,7,3,26,2,3,2,2
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1000 HDD,Intel HD Graphics 500,No OS,1.9,5200,Other Intel Processor,1.1,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,10,3,27,2,1,2,1
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,19400,Intel Core i5,2.5,Nvidia,128,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,2,1,25,3,3,0,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1000 HDD,Nvidia GeForce 920MX,No OS,2.2,10300,Intel Core i5,2.5,Nvidia,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,10,3,25,3,1,2,1
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256 SSD,Intel HD Graphics 620,Windows 10,1.32,14500,Intel Core i5,2.5,Intel,256,SSD,0,None,0,1,1920,1080,165.6321180513006,Windows,7,3,25,2,3,2,2
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,1000 HDD,Nvidia GeForce MX130,Windows 10,3.0,13600,Intel Core i3,2.7,Nvidia,1000,HDD,0,None,0,1,1920,1080,127.33567457123111,Windows,0,3,24,3,1,2,2
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,AMD Radeon RX 550,Windows 10,1.75,23100,Intel Core i5,1.6,AMD,256,SSD,0,None,0,1,1920,1080,157.3505121487356,Windows,10,3,25,0,3,2,2
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050M,No OS,2.4,18000,Intel Core i7,2.8,Nvidia,256,SSD,0,None,0,1,1920,1080,141.21199808219862,Others/No OS/Linux,10,1,26,3,3,2,1
Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,0 HDD,Intel HD Graphics 520,Windows 10,2.1,12500,Intel Core i5,2.3,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,16,3,25,2,1,2,2
HP,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4,256 SSD,AMD Radeon R4 Graphics,Windows 10,1.86,7600,AMD A6-Series 9220,2.5,AMD,256,SSD,0,None,0,0,1366,768,100.45466986113651,Windows,7,3,7,0,3,2,2
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.25,22800,Intel Core i7,1.8,Intel,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,2,4,26,2,3,2,2
HP,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8,512 SSD,Intel HD Graphics 515,Windows 10,0.97,41800,Other Intel Processor,1.2,Intel,512,SSD,0,None,1,1,3840,2160,352.4651472131677,Windows,7,4,27,2,3,2,2
Asus,Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,1000 HDD,Intel HD Graphics 500,Windows 10,2.0,7100,Other Intel Processor,1.1,Intel,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,2,3,27,2,1,2,2
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,42100,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,11,1,26,3,3,0,2
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1000 HDD,Intel HD Graphics 520,Windows 10,2.1,9200,Intel Core i3,2.0,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,0,3,24,2,1,2,2
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512 SSD,Nvidia GeForce GTX 1050,Windows 10,2.56,25900,Intel Core i7,2.8,Nvidia,512,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,1,26,3,3,2,2
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000 Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.62,18600,Intel Core i7,2.8,Nvidia,1000,Hybrid,0,None,0,0,1920,1080,141.21199808219862,Windows,4,1,26,3,2,2,2
Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,128 SSD,Intel HD Graphics 620,Windows 10,1.9,10300,Intel Core i5,2.5,Intel,128,SSD,0,None,0,0,1366,768,100.45466986113651,Windows,10,3,25,2,3,2,2
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.8,39200,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,11,1,26,3,3,0,2
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,4,256 SSD,Intel HD Graphics 620,Windows 10,1.48,22400,Intel Core i5,2.7,Intel,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,7,4,25,2,3,2,2
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6,256 SSD,AMD Radeon 520,Windows 10,1.91,12800,Intel Core i5,1.6,AMD,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,25,0,3,2,2
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,256 SSD,Intel HD Graphics 620,Windows 10,1.74,13000,Intel Core i3,2.4,Intel,256,SSD,0,None,1,1,1920,1080,157.3505121487356,Windows,10,0,24,2,3,2,2
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.1,27300,Intel Core i5,1.6,Intel,256,SSD,0,None,1,0,1920,1080,165.6321180513006,Windows,2,0,25,2,3,2,2
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.56,21700,Intel Core i7,1.8,Intel,256,SSD,0,None,1,0,1920,1080,141.21199808219862,Windows,4,0,26,2,3,2,2
Toshiba,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4,0 HDD,Intel HD Graphics 520,Windows 10,2.1,9200,Intel Core i3,2.2,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,16,3,24,2,1,2,2
Asus,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1000 HDD,AMD Radeon R5 M420,Windows 10,2.03,8300,AMD A9-Series 9420,3.0,AMD,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,2,3,11,0,1,2,2
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256 SSD,Nvidia GeForce MX150,Windows 10,3.0,16700,Intel Core i5,1.6,Nvidia,256,SSD,0,None,0,1,1920,1080,127.33567457123111,Windows,0,3,25,3,3,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,AMD Radeon 520,Windows 10,2.13,15100,Intel Core i5,1.6,AMD,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,3,25,0,3,2,2
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,22400,Intel Core i7,2.8,Nvidia,256,SSD,0,None,0,1,1920,1080,141.21199808219862,Windows,10,1,26,3,3,2,2
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1000 HDD,Intel HD Graphics 500,Windows 10,2.1,7200,Other Intel Processor,1.1,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,0,3,27,2,1,2,2
MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.4,37300,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,1,1920,1080,141.21199808219862,Windows,11,1,26,3,3,0,2
Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1000 HDD,Intel HD Graphics 505,Windows 10,2.1,7500,Other Intel Processor,1.1,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,0,3,27,2,1,2,2
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.56,22000,Intel Core i7,2.8,Nvidia,128,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,4,1,26,3,3,0,2
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Nvidia GeForce MX150,Windows 10,3.0,17700,Intel Core i5,1.6,Nvidia,256,SSD,0,None,0,1,1920,1080,127.33567457123111,Windows,0,3,25,3,3,2,2
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,0 HDD,Intel UHD Graphics 620,Windows 10,1.49,15600,Intel Core i5,1.6,Intel,0,HDD,0,None,0,1,1920,1080,165.6321180513006,Windows,7,3,25,2,1,2,2
Huawei,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.05,28000,Intel Core i5,2.5,Intel,256,SSD,0,None,0,1,2160,1440,199.69207064108247,Windows,8,4,25,2,3,2,2
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,2000 HDD,AMD Radeon 520,Windows 10,2.71,14500,Intel Core i5,2.5,AMD,2000,HDD,0,None,0,1,1920,1080,127.33567457123111,Windows,7,3,25,0,1,2,2
Lenovo,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4,0 HDD,AMD Radeon R4 Graphics,No OS,2.2,6400,AMD A6-Series 9220,2.9,AMD,0,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,10,3,7,0,1,2,1
Toshiba,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,0 HDD,Intel HD Graphics 620,Windows 10,2.0,10100,Intel Core i3,2.4,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,16,3,24,2,1,2,2
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Nvidia GeForce 930MX,Windows 10,2.5,19100,Intel Core i5,1.6,Nvidia,256,SSD,0,None,0,0,1920,1080,127.33567457123111,Windows,7,3,25,3,3,2,2
Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,8,1000 HDD,Intel HD Graphics 620,Windows 10,2.3,9500,Intel Core i3,2.4,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,4,3,24,2,1,2,2
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128 SSD,Intel HD Graphics 520,Windows 10,2.1,9300,Intel Core i3,2.0,Intel,128,SSD,0,None,0,0,1366,768,100.45466986113651,Windows,0,3,24,2,3,2,2
MSI,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32,512 SSD +  1000 HDD,Nvidia GTX 980 SLI,Windows 10,4.4,58100,Intel Core i7,2.9,Nvidia,512,SSD,1000,HDD,0,0,1920,1080,119.7232157653423,Windows,11,1,26,3,3,0,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128 SSD +  1000 HDD,AMD R17M-M1-70,Windows 10,1.9,16800,Intel Core i5,2.5,AMD,128,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,10,3,25,0,3,0,2
HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.29,31100,Intel Core i5,1.6,Intel,256,SSD,0,None,1,1,3840,2160,331.2642361026012,Windows,7,0,25,2,3,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256 SSD +  2000 HDD,AMD Radeon 530,Linux,2.02,21700,Intel Core i7,1.8,AMD,256,SSD,2000,HDD,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,4,3,26,0,3,0,1
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.23,29000,Intel Core i5,1.6,Intel,256,SSD,0,None,0,0,1920,1080,165.6321180513006,Windows,4,4,25,2,3,2,2
Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,512 SSD,Intel UHD Graphics 620,Windows 10,1.4,38400,Intel Core i7,1.8,Intel,512,SSD,0,None,1,1,3840,2160,316.96506044349616,Windows,10,0,26,2,3,2,2
Toshiba,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128 SSD,Intel HD Graphics 620,Windows 10,2.0,16400,Intel Core i5,2.5,Intel,128,SSD,0,None,0,0,1366,768,100.45466986113651,Windows,16,3,25,2,3,2,2
